Date,Close,Open,High,Low
2022-01-03 01:00:00,47116.26545906149,47051.23547685817,47137.8982963958,46950.57181614498
2022-01-03 02:00:00,47000.23662600156,47115.816129571314,47116.203058472325,46859.25194784101
2022-01-03 03:00:00,46794.67912390878,47000.21937029787,47083.60314851067,46724.358393253
2022-01-03 04:00:00,46823.9250995012,46794.67811348123,46943.09852894459,46749.25665200839
2022-01-03 05:00:00,47079.20188098408,46823.95881203781,47211.46531893858,46754.00829569872
2022-01-03 06:00:00,46925.60342195922,47079.03283684554,47101.2257691045,46879.66536218453
2022-01-03 07:00:00,47051.34183002116,46925.81303668584,47079.42002984735,46855.48201178786
2022-01-03 08:00:00,46979.45510738565,47051.33238663541,47135.1812932738,46922.74115303338
2022-01-03 09:00:00,46984.863192794925,46979.75960055421,47106.13059976254,46766.6498931119
2022-01-03 10:00:00,47128.04448915669,46984.797274721575,47249.814189316014,46982.578613246194
2022-01-03 11:00:00,47377.84612933206,47127.37662638904,47430.930138538286,47126.90586818963
2022-01-03 12:00:00,47195.40564726664,47377.74123636519,47571.50945453641,47175.89195272199
2022-01-03 13:00:00,47153.99916640233,47195.33042950199,47466.816668766165,47127.34827008565
2022-01-03 14:00:00,46873.70177087643,47154.10366554196,47284.08849709153,46771.51958785317
2022-01-03 15:00:00,46692.05757321307,46873.90761326168,47018.07476116977,46580.06275030383
2022-01-03 16:00:00,46482.25827102392,46692.31395632953,46780.33296990256,46264.3055582028
2022-01-03 17:00:00,46579.014554915135,46482.24174800448,46791.69707992277,46412.18640598151
2022-01-03 18:00:00,46472.93498353913,46579.35359008112,46739.10716177614,46413.47184442316
2022-01-03 19:00:00,46362.22188411121,46475.08052165497,46644.91894913087,46362.18727724224
2022-01-03 20:00:00,45920.34725946075,46361.79275612833,46413.45457442164,45696.88146162092
2022-01-03 21:00:00,45980.889677673,45920.19788455402,46259.12736244659,45811.51529830818
2022-01-03 22:00:00,46218.6488671882,45980.58666902597,46440.158228779736,45961.57178431163
2022-01-03 23:00:00,46445.55609599689,46218.6331908782,46576.54919490148,46170.67223134833
2022-01-04 00:00:00,46244.82346708225,46445.496866442336,46546.39994883882,46149.821293760695
2022-01-04 01:00:00,46055.12059724751,46245.0166156401,46400.78637046951,46034.13591097455
2022-01-04 02:00:00,46101.90319696143,46055.10681911159,46265.57733684131,45935.96596532184
2022-01-04 03:00:00,46318.34897973686,46101.62771530311,46382.49089814177,46002.75044183147
2022-01-04 04:00:00,46100.26839486077,46315.7685965734,46411.15099186295,45999.21972291144
2022-01-04 05:00:00,46151.96607042285,46100.399494488935,46292.15831713105,46018.52887446652
2022-01-04 06:00:00,46368.08104468288,46148.98567666061,46389.30332488018,46059.6632473602
2022-01-04 07:00:00,46549.904089951306,46368.032842683846,46596.00228914959,46322.0639672725
2022-01-04 08:00:00,46491.2480351846,46549.86777779726,46680.52602278897,46388.176666257255
2022-01-04 09:00:00,46355.168247056245,46491.48955294557,46598.76958151072,46298.3079159622
2022-01-04 10:00:00,46626.42444106246,46355.094431919424,46770.15921586874,46290.87460943873
2022-01-04 11:00:00,46732.94325287877,46626.100016196615,46764.543674066525,46617.282212859136
2022-01-04 12:00:00,46642.89469030712,46732.691426072335,46761.64921483428,46479.89559585125
2022-01-04 13:00:00,46955.9798975422,46643.21743347088,47068.810156815205,46409.55590403378
2022-01-04 14:00:00,47332.70881338255,46955.7817540168,47491.60073468107,46807.01004460238
2022-01-04 15:00:00,46924.69621421569,47335.30437124911,47552.932828078,46851.220357268205
2022-01-04 16:00:00,46766.90991033168,46924.46888487424,46924.49829090427,46651.20748631295
2022-01-04 17:00:00,46552.87907396218,46766.859323649405,46981.61206906578,46518.675692209225
2022-01-04 18:00:00,45749.467497489975,46553.53991247252,46718.082862968055,45509.44762517783
2022-01-04 19:00:00,46051.28984867289,45749.392160834526,46459.39082054679,45582.72418407504
2022-01-04 20:00:00,46262.58714661413,46051.29225865616,46427.90706856643,45958.83586904793
2022-01-04 21:00:00,46222.3559354408,46262.28779599321,46322.69346798942,46027.95348253666
2022-01-04 22:00:00,46158.64120683261,46222.27890886269,46259.85769297103,45977.625140362376
2022-01-04 23:00:00,45832.26258406378,46158.07047363652,46158.07047363652,45751.18404422596
2022-01-05 00:00:00,46269.884947426406,45832.23037015164,46298.47986539939,45724.0330621635
2022-01-05 01:00:00,46111.44924156703,46269.64133123362,46336.209671702105,46111.17007018568
2022-01-05 02:00:00,46299.17771617853,46111.45334625805,46391.60792943622,46111.45334625805
2022-01-05 03:00:00,46424.05663593148,46299.59730399749,46559.587918564335,46299.590068467085
2022-01-05 04:00:00,46415.37219562759,46423.99088752597,46527.12959951274,46352.76739790149
2022-01-05 05:00:00,46302.874725134265,46418.72600784103,46418.72600784103,46244.33864783026
2022-01-05 06:00:00,46450.191185823925,46302.83014902302,46465.16830986458,46251.1191185824
2022-01-05 07:00:00,46406.37987542693,46450.19122243199,46489.30125456963,46333.89855790784
2022-01-05 08:00:00,46641.26798528994,46406.1594566806,46678.04831507725,46254.37526434468
2022-01-05 09:00:00,46858.27054882264,46637.15604973543,46948.58675853248,46575.37985111342
2022-01-05 10:00:00,46817.12519039217,46858.35624612367,47066.77378012029,46691.522701267786
2022-01-05 11:00:00,46271.06980954265,46816.56912396827,46862.08001366887,46110.25745013757
2022-01-05 12:00:00,46230.91232360006,46271.05752538046,46347.39464467354,45822.14139966613
2022-01-05 13:00:00,46440.807982097824,46231.27371033128,46465.976777869415,46112.69942229434
2022-01-05 14:00:00,46690.64491418502,46440.78849125119,46821.59965799498,46153.648521734125
2022-01-05 15:00:00,46620.07477282306,46690.63435549493,46821.85797841725,46368.41389835028
2022-01-05 16:00:00,46302.74831075586,46620.07038800184,46673.481587091774,46283.61856284985
2022-01-05 17:00:00,46009.3720710911,46302.72519841572,46469.67032895716,46000.74177607109
2022-01-05 18:00:00,45920.76840651739,46009.50663648908,46350.1148212116,45554.05244453839
2022-01-05 19:00:00,44684.86641459511,45920.732748392285,46115.488350570144,44500.0
2022-01-05 20:00:00,43965.94088751564,44685.04437792451,44846.737397106765,43697.3868351753
2022-01-05 21:00:00,43605.00346564189,43965.93669722355,44330.55158339279,43421.912183664914
2022-01-05 22:00:00,43437.12655073732,43601.89630650397,43808.22537726722,42500.00000000001
2022-01-05 23:00:00,43452.45416313417,43435.72284301998,43711.287237016775,43217.39473869475
2022-01-06 00:00:00,43681.63918061564,43452.22523126232,43777.898353360215,43266.65581621328
2022-01-06 01:00:00,43544.05743063316,43681.54982542601,43816.24318191835,43305.26783166857
2022-01-06 02:00:00,43259.248676440606,43544.55804843788,43617.74202006229,43144.619626634085
2022-01-06 03:00:00,42832.10978308103,43259.281955688966,43308.7344419395,42800.39354273748
2022-01-06 04:00:00,43030.44982467999,42832.02141511728,43157.66734211365,42599.10487210452
2022-01-06 05:00:00,43048.97172979651,43030.57488950042,43246.5380570396,42801.47337678546
2022-01-06 06:00:00,43101.99693968604,43049.15846933687,43230.52076406618,42902.52568297022
2022-01-06 07:00:00,43244.937547528505,43102.01867611475,43275.08041248991,42988.91731939167
2022-01-06 08:00:00,43056.291242982414,43244.92677372419,43274.07676088198,42901.40517104257
2022-01-06 09:00:00,42596.74132304717,43056.22645498383,43090.49724344705,42428.675470149785
2022-01-06 10:00:00,42879.310659788,42596.25160786015,42957.607445622176,42568.062774998034
2022-01-06 11:00:00,42877.23827155293,42879.3063773819,42969.69523628844,42678.39500228378
2022-01-06 12:00:00,43063.13484977964,42877.02961906343,43087.82040601013,42632.25837175627
2022-01-06 13:00:00,43148.913757401664,43063.18364145419,43198.6459270782,42900.908898262576
2022-01-06 14:00:00,42804.25185174666,43148.97878779272,43262.21276614337,42762.71318749839
2022-01-06 15:00:00,42949.83693386072,42804.30184980501,43019.78417120255,42663.90799172304
2022-01-06 16:00:00,42882.40311979565,42949.88096459959,43127.053143030425,42728.906691296295
2022-01-06 17:00:00,43006.17973618751,42882.46605245792,43174.76017610062,42792.10254296755
2022-01-06 18:00:00,43369.83475706926,43006.20313303325,43397.99303770389,42982.40121840183
2022-01-06 19:00:00,43438.33296785008,43369.962552686295,43510.11257610242,43226.6100505501
2022-01-06 20:00:00,43222.05151980789,43438.35818391355,43581.45041449306,43114.48553425717
2022-01-06 21:00:00,43120.78191046886,43223.09111737804,43254.28122312335,43068.18155798449
2022-01-06 22:00:00,43180.93275174317,43120.77680195342,43236.52623012435,43008.26793445173
2022-01-06 23:00:00,43083.16744082692,43180.92380197036,43240.25392542862,43054.949020076005
2022-01-07 00:00:00,42786.72352392966,43083.05812714228,43146.52228978519,42736.56354857253
2022-01-07 01:00:00,43008.59095057677,42786.45022817223,43030.28604270699,42784.47594971544
2022-01-07 02:00:00,42797.5688216585,43008.27166196782,43027.58331526083,42772.36817248601
2022-01-07 03:00:00,41802.3596539322,42798.53618959313,42825.14829074405,41571.54456018059
2022-01-07 04:00:00,41699.38321812581,41802.515791793245,41908.49597809755,41000.00000000001
2022-01-07 05:00:00,41849.569816242096,41699.27861507078,41948.17737444052,41524.17382221852
2022-01-07 06:00:00,41529.40423915527,41850.08639826127,41853.338896666864,41410.79934014196
2022-01-07 07:00:00,41706.41330388087,41529.41525811975,41731.52504949673,41207.39121874028
2022-01-07 08:00:00,42090.21916777754,41707.09886865402,42869.88888428798,41608.42742733387
2022-01-07 09:00:00,42425.46276909268,42091.1609972547,42635.07838498534,42063.90857597757
2022-01-07 10:00:00,42172.88601005876,42424.85811462302,42533.63122132223,42169.03722331053
2022-01-07 11:00:00,42258.70190758331,42172.88436660762,42349.88874086314,42161.66549911435
2022-01-07 12:00:00,42400.71732276067,42258.732445189504,42499.08880622292,42258.732445189504
2022-01-07 13:00:00,41490.125194516135,42400.646567511525,42764.91705701146,41199.545655262176
2022-01-07 14:00:00,41895.27849940556,41490.4348979381,42128.27038611368,41399.81629032235
2022-01-07 15:00:00,41318.72670640614,41895.18184265415,41915.0815877378,40608.09306669719
2022-01-07 16:00:00,42136.756261481016,41311.91504723475,42315.58157346116,40919.46798262289
2022-01-07 17:00:00,41993.80926226892,42138.27835754853,42168.04697015462,41754.25096194333
2022-01-07 18:00:00,41705.05837155025,41994.16619527833,41999.96576089589,41517.26087167135
2022-01-07 19:00:00,41774.77294767905,41705.43060547471,41896.95824998795,41516.14117495835
2022-01-07 20:00:00,41920.893750576375,41774.80879262492,42051.564619718665,41596.8953920615
2022-01-07 21:00:00,41876.2105419084,41922.06551498665,42033.16437353197,41846.41790162815
2022-01-07 22:00:00,41541.44233890856,41875.96967036992,41879.63775053921,41351.19082326131
2022-01-07 23:00:00,41565.20028797609,41541.29342783249,41597.57218187739,41338.150094387056
2022-01-08 00:00:00,41993.6952568896,41565.15985619528,42111.99242167928,41557.17822373602
2022-01-08 01:00:00,41883.80009133677,41991.68566644264,42244.64245265145,41847.52540745719
2022-01-08 02:00:00,41882.50844248504,41882.73217383192,41943.08790335455,41693.13262057361
2022-01-08 03:00:00,41814.065834086825,41882.36931653177,41911.23488270485,41646.11970030595
2022-01-08 04:00:00,41900.46998124002,41813.553443113895,41991.70002084441,41759.9722210642
2022-01-08 05:00:00,41973.2723516484,41900.601336732594,41999.992096468864,41836.73959009526
2022-01-08 06:00:00,41922.7839325472,41973.23524376375,41995.53965318356,41739.622396120445
2022-01-08 07:00:00,41913.78163666328,41922.78545933833,41975.78190564644,41840.79014587376
2022-01-08 08:00:00,41964.549567378686,41913.84482515712,42181.56915828151,41882.33281409905
2022-01-08 09:00:00,42161.95512235228,41964.60369560988,42181.16831936908,41954.35858411523
2022-01-08 10:00:00,41917.70138020402,42161.93332725311,42198.57128780406,41796.76050496018
2022-01-08 11:00:00,41940.92055402992,41917.57257284907,41973.67296484758,41766.69993466692
2022-01-08 12:00:00,41876.353658398846,41940.858791309474,42061.798464079846,41774.212192780426
2022-01-08 13:00:00,41905.04303662351,41876.35873296116,42037.07217317976,41610.73162259962
2022-01-08 14:00:00,41742.10728648513,41905.03981024416,41999.22565457224,41716.18595819424
2022-01-08 15:00:00,41613.398790326304,41746.190636195344,41799.64127840768,41415.28673917816
2022-01-08 16:00:00,41345.0726654554,41610.63859783336,41739.61343741207,41228.192548626415
2022-01-08 17:00:00,40840.77184588361,41345.08507319898,41397.58480530844,40800.45763914858
2022-01-08 18:00:00,40678.86059366395,40841.95821891949,41314.74523192953,40501.0
2022-01-08 19:00:00,40828.937140736125,40678.72525807695,41095.38614515188,40518.11251392577
2022-01-08 20:00:00,40975.91214371433,40828.58996406388,41175.97154491229,40720.0972455093
2022-01-08 21:00:00,41770.12651482599,40976.190496436255,42060.14778888424,40924.77632347823
2022-01-08 22:00:00,41913.44153025857,41769.947056509765,42303.5633162214,41741.10405879248
2022-01-08 23:00:00,41679.89051001342,41912.56549223599,41948.77364682727,41656.59035373508
2022-01-09 00:00:00,41773.8373419268,41679.9337325168,41830.271247180746,41388.64863809185
2022-01-09 01:00:00,41809.56075770963,41773.60259143184,41923.97265385908,41597.53869303198
2022-01-09 02:00:00,42099.77301308991,41809.57218544786,42171.71749416278,41775.68046361965
2022-01-09 03:00:00,41832.941418187445,42099.77276288388,42104.78602832933,41791.14652022007
2022-01-09 04:00:00,42079.42451553566,41833.270993454345,42102.77615085484,41800.89612428536
2022-01-09 05:00:00,41764.53008022183,42079.4,42096.81144857237,41714.784587400245
2022-01-09 06:00:00,41875.97405933269,41764.55911024655,41950.68225795871,41681.12640630866
2022-01-09 07:00:00,41789.579392425054,41876.22249303055,41910.37854902474,41778.34048365842
2022-01-09 08:00:00,41665.84956965745,41789.937275538,41949.05006719859,41614.12037916299
2022-01-09 09:00:00,41511.64144869157,41665.89478822898,41766.241137470606,41465.98947015579
2022-01-09 10:00:00,41646.92948795854,41512.77772270245,41736.08771802565,41406.27200374145
2022-01-09 11:00:00,41858.14600275475,41646.048158321,41989.60218279052,41644.36553897237
2022-01-09 12:00:00,41747.92059894691,41858.116427221976,41924.21955601568,41668.84354343403
2022-01-09 13:00:00,41470.02258695848,41747.95575660671,41894.45948047392,41469.59745218414
2022-01-09 14:00:00,41535.44892053737,41469.99999999999,41743.19164991241,41469.992628849526
2022-01-09 15:00:00,41621.84129158384,41535.424124459925,41681.39460892707,41203.92022178049
2022-01-09 16:00:00,42144.522512585085,41621.7255835303,42147.04876755663,41558.34527077817
2022-01-09 17:00:00,42097.03295346708,42144.83533402695,42202.28625508486,41882.31937451831
2022-01-09 18:00:00,41970.89204860453,42097.897517954894,42281.86704526417,41875.66167863432
2022-01-09 19:00:00,42698.70629635316,41970.53333818349,42745.58646212498,41931.81036789629
2022-01-09 20:00:00,42440.84202749674,42699.98377830849,42787.98837672128,42370.04459784028
2022-01-09 21:00:00,42300.65646487403,42440.80781110103,42553.21333021236,42287.77231393432
2022-01-09 22:00:00,42203.8561315587,42300.71196134429,42493.94471268722,42079.97898965949
2022-01-09 23:00:00,41868.297234810045,42203.84151166549,42282.32833000625,41765.11832071105
2022-01-10 00:00:00,41651.90750023753,41869.57070476886,42036.34439107686,41622.270224460575
2022-01-10 01:00:00,41815.46857510865,41652.982113047896,41850.61479355304,41600.74383601957
2022-01-10 02:00:00,41928.108528591256,41815.42121361048,41997.28850110335,41712.00271542213
2022-01-10 03:00:00,41968.02340547569,41928.05967259393,41990.66809302843,41854.20024318416
2022-01-10 04:00:00,42192.712507463984,41968.855275905255,42252.20902084493,41927.21198134366
2022-01-10 05:00:00,42031.0504450778,42191.09744711281,42232.57816594712,41967.62810715732
2022-01-10 06:00:00,41927.053458900125,42030.97596290979,42047.55055144324,41815.60869740064
2022-01-10 07:00:00,42042.56683045821,41927.30892600411,42151.495004993,41903.55183064876
2022-01-10 08:00:00,41816.55562062462,42042.568057328885,42117.3186550564,41711.45572740216
2022-01-10 09:00:00,41797.80750520021,41810.17317688435,41935.31198309451,41711.61667372639
2022-01-10 10:00:00,41780.39536789927,41797.73732450255,41984.53823032224,41744.75642525972
2022-01-10 11:00:00,41564.96678598846,41779.98220212751,41794.399357073045,41452.40145384494
2022-01-10 12:00:00,40932.82057634877,41564.92156589235,41615.434256755296,40919.181514786505
2022-01-10 13:00:00,40773.08880612101,40932.45693522919,41058.29451479713,40716.93017708479
2022-01-10 14:00:00,40786.84485571236,40773.442594001535,41278.31230637194,39650.11796382504
2022-01-10 15:00:00,40983.89300385783,40784.86519686828,41204.62905004357,40556.825173385856
2022-01-10 16:00:00,41905.399263598905,40983.96674565571,41998.89372597351,40851.50979182956
2022-01-10 17:00:00,41186.26246470463,41905.22439866163,42123.16604868278,40566.70973881047
2022-01-10 18:00:00,41605.57153325423,41187.12719881942,41724.64777880268,41119.82215229881
2022-01-10 19:00:00,41297.084917008135,41605.58785661689,41700.36278082772,41212.79983153494
2022-01-10 20:00:00,41712.96494890609,41297.030698943774,41777.48225360113,41161.93541052164
2022-01-10 21:00:00,41716.49084096545,41716.00763430639,41986.24535695239,41563.98473138722
2022-01-10 22:00:00,41604.93051653896,41715.35234479566,41849.635562978925,41504.22376685367
2022-01-10 23:00:00,41820.75520731535,41604.87350222615,41889.82360315313,41506.42983474812
2022-01-11 00:00:00,41595.23945358257,41821.025113700336,41879.55453758373,41582.60494909559
2022-01-11 01:00:00,41930.34070961622,41594.915225198216,42064.07499907481,41545.53586358579
2022-01-11 02:00:00,42175.52484497389,41930.3106159799,42397.27477434495,41818.0743084024
2022-01-11 03:00:00,42277.08163383945,42175.47300514293,42277.08986540212,42057.136003091546
2022-01-11 04:00:00,42304.32440074628,42277.154605343305,42383.6718677016,42124.40123799997
2022-01-11 05:00:00,42109.56320925175,42304.331506746064,42314.80904077787,42022.1449707868
2022-01-11 06:00:00,42105.44559407672,42109.63123248823,42231.8840767871,41972.46554681621
2022-01-11 07:00:00,42210.01451780792,42105.77162204177,42280.2894896451,42072.17284723596
2022-01-11 08:00:00,41992.748901534185,42211.38091962216,42631.27171832053,41931.58348033702
2022-01-11 09:00:00,41985.37872102095,41992.72910247434,42147.08703938553,41841.40734042768
2022-01-11 10:00:00,41630.73644067446,41985.371096927694,42067.84607903176,41576.39782766111
2022-01-11 11:00:00,41811.89673316829,41630.73529325983,41944.0601493113,41585.489562791634
2022-01-11 12:00:00,41812.485708334185,41811.77239792834,41957.09661123584,41721.60587958976
2022-01-11 13:00:00,41700.15962232432,41812.47048842895,41896.51710209501,41587.54686283776
2022-01-11 14:00:00,41640.43818760117,41699.52854011226,41822.75462256722,41266.43321071916
2022-01-11 15:00:00,41734.39329394768,41639.01202094394,42195.78823683929,41435.98521279871
2022-01-11 16:00:00,42704.78491893902,41734.28928709048,42927.351000563845,41668.02971565675
2022-01-11 17:00:00,42549.04011217663,42705.29705465046,43098.41514859849,42320.86605753795
2022-01-11 18:00:00,42757.1005380065,42549.05535252514,42916.499765923545,42344.388571898126
2022-01-11 19:00:00,42972.83756933548,42756.91253226825,43087.41204898824,42598.83459279032
2022-01-11 20:00:00,42801.69134379624,42973.078856773645,43097.03116564688,42696.81944097764
2022-01-11 21:00:00,42660.97619529959,42800.44944795093,42824.12937462674,42642.73037319812
2022-01-11 22:00:00,42713.42811588159,42664.63214808187,42776.1134164182,42597.99673762684
2022-01-11 23:00:00,42730.65859483807,42713.50145392851,42888.11510268306,42636.70976706755
2022-01-12 00:00:00,42675.82690548682,42730.5571110548,42966.191716731,42576.60453237256
2022-01-12 01:00:00,42627.86563821111,42675.7627785355,42769.93846447579,42564.004766126
2022-01-12 02:00:00,42557.96521184243,42627.82090840152,42711.3650487842,42451.31519869846
2022-01-12 03:00:00,42605.599602282346,42558.52007482008,42675.91483363904,42494.50441622425
2022-01-12 04:00:00,42630.76633473823,42605.849107075024,42734.34772172708,42520.78435246605
2022-01-12 05:00:00,42706.48033803409,42630.62665488793,42772.63795157264,42561.69122097445
2022-01-12 06:00:00,42674.74463591531,42706.54483768691,42872.768317973416,42600.05192306195
2022-01-12 07:00:00,42563.84590355012,42674.815362404166,42674.82337164154,42463.74116412614
2022-01-12 08:00:00,42603.88326568135,42563.71202339392,42716.43144588656,42509.704757455314
2022-01-12 09:00:00,42799.0936903645,42603.88633615917,42909.70819271443,42567.3913321304
2022-01-12 10:00:00,42763.79991872222,42798.92568674311,42991.21886818693,42737.569312469386
2022-01-12 11:00:00,42936.8603250333,42763.767764634,43449.752312485536,42683.10338322113
2022-01-12 12:00:00,43286.19405846381,42936.67260419945,43301.961634546125,42872.973420610055
2022-01-12 13:00:00,43922.14414653968,43286.3069784344,44080.090897439375,43186.98369158751
2022-01-12 14:00:00,43849.73167871457,43922.32345047908,43957.83181328962,43677.59408259237
2022-01-12 15:00:00,43560.58051399071,43849.80209891756,43935.35292323055,43400.76750485073
2022-01-12 16:00:00,43612.82098009944,43560.51768655016,43689.60766429806,43320.48709130871
2022-01-12 17:00:00,43841.126124808005,43612.26048945631,43868.01594497752,43483.97185065327
2022-01-12 18:00:00,43590.39874224262,43841.6812148597,43887.26277747575,43566.99553121519
2022-01-12 19:00:00,43741.65380550792,43590.39410552418,43761.19505646908,43528.10912146675
2022-01-12 20:00:00,43818.25983872888,43741.87625375312,43995.276364834426,43629.3415600444
2022-01-12 21:00:00,43771.22387921781,43818.261029772046,44324.04540978833,43736.20400421156
2022-01-12 22:00:00,43844.24262961204,43773.80996776805,43948.8389799067,43744.76944280647
2022-01-12 23:00:00,43907.03067042632,43844.49306126104,44033.32870697203,43816.69010242861
2022-01-13 00:00:00,43719.63094585108,43906.18061802472,44068.895122647016,43670.44286497871
2022-01-13 01:00:00,43546.6712885025,43719.62815931506,43808.79168783732,43517.63579331852
2022-01-13 02:00:00,43587.37401991512,43546.72697602272,43683.31044711213,43535.50394153743
2022-01-13 03:00:00,43509.8657971401,43587.38264397247,43646.603460854334,43422.13244655481
2022-01-13 04:00:00,43621.161492698426,43506.7338150065,43719.41514020273,43483.8799416957
2022-01-13 05:00:00,43662.9043307403,43620.83740554778,43762.69949919255,43578.49193757016
2022-01-13 06:00:00,43709.72094539416,43662.81181385052,43796.09333821557,43643.67930377025
2022-01-13 07:00:00,43701.93427060932,43709.8499385808,43766.464078794335,43542.448670421145
2022-01-13 08:00:00,43896.95760251988,43701.94450522076,43898.56339745528,43669.89091539964
2022-01-13 09:00:00,43880.47414927155,43897.17018408304,43991.10351128316,43741.52331404514
2022-01-13 10:00:00,43780.41563485406,43882.73498423351,44016.38498654791,43757.17172447712
2022-01-13 11:00:00,43602.70083276142,43780.41693861668,43830.64464829293,43501.19803007268
2022-01-13 12:00:00,43802.24411129098,43603.73950870775,43810.97427278908,43576.70940510484
2022-01-13 13:00:00,43929.81093535088,43802.2487707175,43940.79174297121,43663.686797795206
2022-01-13 14:00:00,44154.67292616749,43927.776195855455,44487.67227833513,43842.45217576677
2022-01-13 15:00:00,43200.35463806455,44154.72158374196,44209.76809935473,42872.12804316139
2022-01-13 16:00:00,43250.80596679758,43200.438784802085,43494.3977865055,43071.12674077931
2022-01-13 17:00:00,42822.62556515144,43250.82543385657,43254.21436482464,42566.09932922916
2022-01-13 18:00:00,42708.53347692196,42821.498655026815,42961.048534166446,42628.76419040327
2022-01-13 19:00:00,42702.46592172911,42708.508418783655,42895.63150293083,42526.42465750087
2022-01-13 20:00:00,42794.31686570441,42702.49526571234,42794.61981437036,42311.16445941124
2022-01-13 21:00:00,42811.38023230932,42794.84760460134,42881.19157046072,42665.7268009926
